support,itemsets
0.0019233739066953066,"frozenset({'SKU_4440924', 'SKU_3968011'})"
0.0014600794620168753,"frozenset({'SKU_6318344', 'SKU_3968011'})"
0.0009406281149531791,"frozenset({'SKU_4008011', 'SKU_3978011'})"
0.004604865995591683,"frozenset({'SKU_4108011', 'SKU_3978011'})"
0.0005615690238526443,"frozenset({'SKU_4208011', 'SKU_3978011'})"
0.003692316331831136,"frozenset({'SKU_6318344', 'SKU_3978011'})"
0.001024863468531076,"frozenset({'SKU_7808101', 'SKU_3978011'})"
0.0009406281149531791,"frozenset({'SKU_9402188', 'SKU_3978011'})"
0.0006738828286231731,"frozenset({'SKU_6328344', 'SKU_3988011'})"
0.0008423535357789664,"frozenset({'SKU_4108011', 'SKU_3998011'})"
0.0007581181822010698,"frozenset({'SKU_6318344', 'SKU_3998011'})"
0.0010108242429347598,"frozenset({'SKU_6328344', 'SKU_3998011'})"
0.000519451347063696,"frozenset({'SKU_9526376', 'SKU_3998011'})"
0.0005756082494489604,"frozenset({'SKU_9594893', 'SKU_3998011'})"
0.0007019612798158054,"frozenset({'SKU_4108011', 'SKU_4008011'})"
0.0006036867006415926,"frozenset({'SKU_4108011', 'SKU_4112626'})"
0.0008283143101826503,"frozenset({'SKU_4208011', 'SKU_4108011'})"
0.0007440789566047536,"frozenset({'SKU_5079809', 'SKU_4108011'})"
0.0026814920888963765,"frozenset({'SKU_6318344', 'SKU_4108011'})"
0.0007581181822010698,"frozenset({'SKU_7261032', 'SKU_4108011'})"
0.0007019612798158054,"frozenset({'SKU_7808101', 'SKU_4108011'})"
0.0007440789566047536,"frozenset({'SKU_9402188', 'SKU_4108011'})"
0.0005475297982563282,"frozenset({'SKU_6318344', 'SKU_4208011'})"
0.0008985104381642309,"frozenset({'SKU_4208011', 'SKU_9277426'})"
0.0014179617852279269,"frozenset({'SKU_4472217', 'SKU_7351914'})"
0.0006317651518342248,"frozenset({'SKU_6126322', 'SKU_4976322'})"
0.0005896474750452766,"frozenset({'SKU_5528349', 'SKU_5928099'})"
0.001558354041191088,"frozenset({'SKU_8718362', 'SKU_5528349'})"
0.002793805893666905,"frozenset({'SKU_5528349', 'SKU_8798636'})"
0.0006036867006415926,"frozenset({'SKU_7057566', 'SKU_7067566'})"
0.001024863468531076,"frozenset({'SKU_9402188', 'SKU_7261032'})"
0.0008283143101826503,"frozenset({'SKU_8618636', 'SKU_8718362'})"
0.0007019612798158054,"frozenset({'SKU_9304227', 'SKU_9364227'})"
0.0006879220542194892,"frozenset({'SKU_3968011', 'SKU_3898011', 'SKU_2716578'})"
0.0012073734012831851,"frozenset({'SKU_3908011', 'SKU_2716578', 'SKU_3988011'})"
0.0005615690238526443,"frozenset({'SKU_3898011', 'SKU_2726578', 'SKU_3978011'})"
0.0005475297982563282,"frozenset({'SKU_3898011', 'SKU_2726578', 'SKU_3998011'})"
0.0009687065661458114,"frozenset({'SKU_3908011', 'SKU_2726578', 'SKU_3998011'})"
0.0026955313144926924,"frozenset({'SKU_3898011', 'SKU_3978011', 'SKU_3524026'})"
0.0016145109435763522,"frozenset({'SKU_3968011', 'SKU_3898011', 'SKU_3690654'})"
0.0010950595965126563,"frozenset({'SKU_4440924', 'SKU_3898011', 'SKU_3968011'})"
0.0005896474750452766,"frozenset({'SKU_6318344', 'SKU_4108011', 'SKU_3978011'})"
