SKU,STORE,COST,RETAIL
5098107,603,10.5,17.5
5098107,807,10.5,17.5
5098107,903,10.5,17.5
5098107,907,10.5,17.5
5098107,1702,10.5,17.5
5098107,2103,10.5,17.5
5098107,2209,10.5,17.5
5098107,2509,10.5,17.5
5098107,2704,10.5,17.5
5098107,2807,10.5,17.5
5098107,3109,10.5,17.5
5098107,3202,10.5,17.5
5098107,3309,10.5,17.5
5098107,4103,10.5,17.5
5098107,4504,10.5,17.5
5098107,4702,10.5,17.5
5098107,4804,10.5,17.5
5098107,7103,10.5,17.5
5098107,7704,10.5,17.5
5098107,8309,10.5,17.5
5098107,8409,10.5,17.5
5098107,8707,10.5,17.5
5098107,9303,10.5,17.5
5098107,9603,10.5,17.5
5098107,9609,10.5,17.5
5108107,603,10.5,17.5
5108107,807,10.5,17.5
5108107,903,10.5,17.5
5108107,907,10.5,17.5
5108107,1702,10.5,17.5
5108107,2103,10.5,17.5
5108107,2209,10.5,17.5
5108107,2509,10.5,17.5
5108107,2704,10.5,17.5
5108107,2807,10.5,17.5
5108107,3109,10.5,17.5
5108107,3202,10.5,17.5
5108107,3309,10.5,17.5
5108107,4103,10.5,17.5
5108107,4504,10.5,17.5
5108107,4702,10.5,17.5
5108107,4804,10.5,17.5
5108107,7103,10.5,17.5
5108107,7704,10.5,17.5
5108107,8309,10.5,17.5
5108107,8409,10.5,17.5
5108107,8707,10.5,17.5
5108107,9303,10.5,17.5
5108107,9603,10.5,17.5
5108107,9609,10.5,17.5
5216322,603,8.7,14.5
5216322,807,8.7,14.5
5216322,903,8.7,14.5
5216322,907,8.7,14.5
5216322,1702,8.7,14.5
5216322,2103,8.7,14.5
5216322,2209,8.7,14.5
5216322,2509,8.7,14.5
5216322,2704,8.7,14.5
5216322,2807,8.7,14.5
5216322,3109,8.7,14.5
5216322,3202,8.7,14.5
5216322,3309,8.7,14.5
5216322,4103,8.7,14.5
5216322,4504,8.7,14.5
5216322,4702,8.7,14.5
5216322,4804,8.7,14.5
5216322,7103,8.7,14.5
5216322,7704,8.7,14.5
5216322,8309,8.7,14.5
5216322,8409,8.7,14.5
5216322,8707,8.7,14.5
5216322,9303,8.7,14.5
5216322,9603,8.7,14.5
5216322,9609,8.7,14.5
5528349,603,13.2,22.0
5528349,807,13.2,22.0
5528349,903,13.2,22.0
5528349,907,13.2,22.0
5528349,1702,13.2,22.0
5528349,2103,13.2,22.0
5528349,2209,13.2,22.0
5528349,2509,13.2,22.0
5528349,2704,13.2,22.0
5528349,2807,13.2,22.0
5528349,3109,13.2,22.0
5528349,3202,13.2,22.0
5528349,3309,13.2,22.0
5528349,4103,13.2,22.0
5528349,4504,13.2,22.0
5528349,4702,13.2,22.0
5528349,4804,13.2,22.0
5528349,7103,13.2,22.0
5528349,7704,13.2,22.0
5528349,8309,13.2,22.0
5528349,8409,13.2,22.0
5528349,8707,13.2,22.0
5528349,9303,13.2,22.0
5528349,9603,13.2,22.0
5528349,9609,13.2,22.0
5666577,603,15.0,25.0
5666577,807,15.0,25.0
5666577,903,15.0,25.0
5666577,907,15.0,25.0
5666577,1702,15.0,25.0
5666577,2103,15.0,25.0
5666577,2209,15.0,25.0
5666577,2509,15.0,25.0
5666577,2704,15.0,25.0
5666577,2807,15.0,25.0
5666577,3109,15.0,25.0
5666577,3202,15.0,25.0
5666577,3309,15.0,25.0
5666577,4103,15.0,25.0
5666577,4504,15.0,25.0
5666577,4702,15.0,25.0
5666577,4804,15.0,25.0
5666577,7103,15.0,25.0
5666577,7704,15.0,25.0
5666577,8309,15.0,25.0
5666577,8409,15.0,25.0
5666577,8707,15.0,25.0
5666577,9303,15.0,25.0
5666577,9603,15.0,25.0
5666577,9609,15.0,25.0
5737326,3202,17.7,29.5
5737326,7704,17.7,29.5
5737326,8707,17.7,29.5
5878946,603,11.1,18.5
5878946,807,11.1,18.5
5878946,903,11.1,18.5
5878946,907,11.1,18.5
5878946,1702,11.1,18.5
5878946,2103,11.1,18.5
5878946,2209,11.1,18.5
5878946,2509,11.1,18.5
5878946,2704,11.1,18.5
5878946,2807,11.1,18.5
5878946,3109,11.1,18.5
5878946,3202,11.1,18.5
5878946,3309,11.1,18.5
5878946,4103,11.1,18.5
5878946,4504,11.1,18.5
5878946,4702,11.1,18.5
5878946,4804,11.1,18.5
5878946,7103,11.1,18.5
5878946,7704,11.1,18.5
5878946,8309,11.1,18.5
5878946,8409,11.1,18.5
5878946,8707,11.1,18.5
5878946,9303,11.1,18.5
5878946,9603,11.1,18.5
5878946,9609,11.1,18.5
5928099,603,2.7,4.5
5928099,807,2.7,4.5
5928099,903,2.7,4.5
5928099,907,2.7,4.5
5928099,1702,2.7,4.5
5928099,2103,2.7,4.5
5928099,2209,2.7,4.5
5928099,2509,2.7,4.5
5928099,2704,2.7,4.5
5928099,2807,2.7,4.5
5928099,3109,2.7,4.5
5928099,3202,2.7,4.5
5928099,3309,2.7,4.5
5928099,4103,2.7,4.5
5928099,4504,2.7,4.5
5928099,4702,2.7,4.5
5928099,4804,2.7,4.5
5928099,7103,2.7,4.5
5928099,7704,2.7,4.5
5928099,8309,2.7,4.5
5928099,8409,2.7,4.5
5928099,8707,2.7,4.5
5928099,9303,2.7,4.5
5928099,9603,2.7,4.5
5928099,9609,2.7,4.5
5957568,603,9.9,16.5
5957568,807,9.9,16.5
5957568,903,9.9,16.5
5957568,907,9.9,16.5
5957568,1702,9.9,16.5
5957568,2103,9.9,16.5
5957568,2209,9.9,16.5
5957568,2509,9.9,16.5
5957568,2704,9.9,16.5
5957568,2807,9.9,16.5
5957568,3109,9.9,16.5
5957568,3202,9.9,16.5
5957568,3309,9.9,16.5
5957568,4103,9.9,16.5
5957568,4504,9.9,16.5
5957568,4702,9.9,16.5
5957568,4804,9.9,16.5
5957568,7103,9.9,16.5
5957568,7704,9.9,16.5
5957568,8309,9.9,16.5
5957568,8409,9.9,16.5
5957568,8707,9.9,16.5
5957568,9303,9.9,16.5
5957568,9603,9.9,16.5
5957568,9609,9.9,16.5
6352840,603,13.5,22.5
6352840,807,13.5,22.5
6352840,903,13.5,22.5
6352840,907,13.5,22.5
6352840,1702,13.5,22.5
6352840,2103,13.5,22.5
6352840,2209,13.5,22.5
6352840,2509,13.5,22.5
6352840,2704,13.5,22.5
6352840,2807,13.5,22.5
6352840,3109,13.5,22.5
6352840,3202,13.5,22.5
6352840,3309,13.5,22.5
6352840,4103,13.5,22.5
6352840,4504,13.5,22.5
6352840,4702,13.5,22.5
6352840,4804,13.5,22.5
6352840,7103,13.5,22.5
6352840,7704,13.5,22.5
6352840,8309,13.5,22.5
6352840,8409,13.5,22.5
6352840,8707,13.5,22.5
6352840,9303,13.5,22.5
6352840,9603,13.5,22.5
6352840,9609,13.5,22.5
6376322,603,9.9,16.5
6376322,807,9.9,16.5
6376322,903,9.9,16.5
6376322,907,9.9,16.5
6376322,1702,9.9,16.5
6376322,2103,9.9,16.5
6376322,2209,9.9,16.5
6376322,2509,9.9,16.5
6376322,2704,9.9,16.5
6376322,2807,9.9,16.5
6376322,3109,9.9,16.5
6376322,3202,9.9,16.5
6376322,3309,9.9,16.5
6376322,4103,9.9,16.5
6376322,4504,9.9,16.5
6376322,4702,9.9,16.5
6376322,4804,9.9,16.5
6376322,7103,9.9,16.5
6376322,7704,9.9,16.5
6376322,8309,9.9,16.5
6376322,8409,9.9,16.5
6376322,8707,9.9,16.5
6376322,9303,9.9,16.5
6376322,9603,9.9,16.5
6376322,9609,9.9,16.5
6420710,603,28.5,47.5
6420710,807,28.5,47.5
6420710,903,28.5,47.5
6420710,907,28.5,47.5
6420710,1702,28.5,47.5
6420710,2103,28.5,47.5
6420710,2209,28.5,47.5
6420710,2509,28.5,47.5
6420710,2704,28.5,47.5
6420710,2807,28.5,47.5
6420710,3109,28.5,47.5
6420710,3202,28.5,47.5
6420710,3309,28.5,47.5
6420710,4103,28.5,47.5
6420710,4504,28.5,47.5
6420710,4702,28.5,47.5
6420710,4804,28.5,47.5
6420710,7103,28.5,47.5
6420710,7704,28.5,47.5
6420710,8309,28.5,47.5
6420710,8409,28.5,47.5
6420710,8707,28.5,47.5
6420710,9303,28.5,47.5
6420710,9603,28.5,47.5
6420710,9609,28.5,47.5
6458364,603,8.1,13.5
6458364,807,8.1,13.5
6458364,903,8.1,13.5
6458364,907,8.1,13.5
6458364,1702,8.1,13.5
6458364,2103,8.1,13.5
6458364,2209,8.1,13.5
6458364,2509,8.1,13.5
6458364,2704,8.1,13.5
6458364,2807,8.1,13.5
6458364,3109,8.1,13.5
6458364,3202,8.1,13.5
6458364,3309,8.1,13.5
6458364,4103,8.1,13.5
6458364,4504,8.1,13.5
6458364,4702,8.1,13.5
6458364,4804,8.1,13.5
6458364,7103,8.1,13.5
6458364,7704,8.1,13.5
6458364,8309,8.1,13.5
6458364,8409,8.1,13.5
6458364,8707,8.1,13.5
6458364,9303,8.1,13.5
6458364,9603,8.1,13.5
6458364,9609,8.1,13.5
6461481,603,9.9,16.5
6461481,807,9.9,16.5
6461481,903,9.9,16.5
6461481,907,9.9,16.5
6461481,1702,9.9,16.5
6461481,2103,9.9,16.5
6461481,2209,9.9,16.5
6461481,2509,9.9,16.5
6461481,2704,9.9,16.5
6461481,2807,9.9,16.5
6461481,3109,9.9,16.5
6461481,3202,9.9,16.5
6461481,3309,9.9,16.5
6461481,4103,9.9,16.5
6461481,4504,9.9,16.5
6461481,4702,9.9,16.5
6461481,4804,9.9,16.5
6461481,7103,9.9,16.5
6461481,7704,9.9,16.5
6461481,8309,9.9,16.5
6461481,8409,9.9,16.5
6461481,8707,9.9,16.5
6461481,9303,9.9,16.5
6461481,9603,9.9,16.5
6461481,9609,9.9,16.5
6468364,603,8.1,13.5
6468364,807,8.1,13.5
6468364,903,8.1,13.5
6468364,907,8.1,13.5
6468364,1702,8.1,13.5
6468364,2103,8.1,13.5
6468364,2209,8.1,13.5
6468364,2509,8.1,13.5
6468364,2704,8.1,13.5
6468364,2807,8.1,13.5
6468364,3109,8.1,13.5
6468364,3202,8.1,13.5
6468364,3309,8.1,13.5
6468364,4103,8.1,13.5
6468364,4504,8.1,13.5
6468364,4702,8.1,13.5
6468364,4804,8.1,13.5
6468364,7103,8.1,13.5
6468364,7704,8.1,13.5
6468364,8309,8.1,13.5
6468364,8409,8.1,13.5
6468364,8707,8.1,13.5
6468364,9303,8.1,13.5
6468364,9603,8.1,13.5
6468364,9609,8.1,13.5
6592840,603,13.5,22.5
6592840,807,13.5,22.5
6592840,903,13.5,22.5
6592840,907,13.5,22.5
6592840,1702,13.5,22.5
6592840,2103,13.5,22.5
6592840,2209,13.5,22.5
6592840,2509,13.5,22.5
6592840,2704,13.5,22.5
6592840,2807,13.5,22.5
6592840,3109,13.5,22.5
6592840,3202,13.5,22.5
6592840,3309,13.5,22.5
6592840,4103,13.5,22.5
6592840,4504,13.5,22.5
6592840,4702,13.5,22.5
6592840,4804,13.5,22.5
6592840,7103,13.5,22.5
6592840,7704,13.5,22.5
6592840,8309,13.5,22.5
6592840,8409,13.5,22.5
6592840,8707,13.5,22.5
6592840,9303,13.5,22.5
6592840,9603,13.5,22.5
6592840,9609,13.5,22.5
6628011,603,8.4,14.0
6628011,807,8.4,14.0
6628011,903,8.4,14.0
6628011,907,8.4,14.0
6628011,1702,8.4,14.0
6628011,2103,8.4,14.0
6628011,2209,8.4,14.0
6628011,2509,8.4,14.0
6628011,2704,8.4,14.0
6628011,2807,8.4,14.0
6628011,3109,8.4,14.0
6628011,3202,8.4,14.0
6628011,3309,8.4,14.0
6628011,4103,8.4,14.0
6628011,4504,8.4,14.0
6628011,4702,8.4,14.0
6628011,4804,8.4,14.0
6628011,7103,8.4,14.0
6628011,7704,8.4,14.0
6628011,8309,8.4,14.0
6628011,8409,8.4,14.0
6628011,8707,8.4,14.0
6628011,9303,8.4,14.0
6628011,9603,8.4,14.0
6628011,9609,8.4,14.0
6696135,903,3.36,2.0
6696135,1702,3.36,2.0
6696135,2103,3.36,2.0
6696135,2209,3.36,2.0
6696135,2807,3.36,2.0
6696135,3309,3.36,2.0
6696135,4103,3.36,2.0
6696135,4804,3.36,2.0
6696135,7704,3.36,2.0
6696135,8309,3.36,2.0
6696135,8409,3.36,2.0
6696135,9303,3.36,2.0
6696135,9603,3.36,2.0
6696135,9609,3.36,2.0
6763799,603,8.1,13.5
6763799,807,8.1,13.5
6763799,903,8.1,13.5
6763799,907,8.1,13.5
6763799,1702,8.1,13.5
6763799,2103,8.1,13.5
6763799,2209,8.1,13.5
6763799,2509,8.1,13.5
6763799,2704,8.1,13.5
6763799,2807,8.1,13.5
6763799,3109,8.1,13.5
6763799,3202,8.1,13.5
6763799,3309,8.1,13.5
6763799,4103,8.1,13.5
6763799,4504,8.1,13.5
6763799,4702,8.1,13.5
6763799,4804,8.1,13.5
6763799,7103,8.1,13.5
6763799,7704,8.1,13.5
6763799,8309,8.1,13.5
6763799,8409,8.1,13.5
6763799,8707,8.1,13.5
6763799,9303,8.1,13.5
6763799,9603,8.1,13.5
6763799,9609,8.1,13.5
6767960,603,12.0,20.0
6767960,807,12.0,20.0
6767960,903,12.0,20.0
6767960,907,12.0,20.0
6767960,1702,12.0,20.0
6767960,2103,12.0,20.0
6767960,2209,12.0,20.0
6767960,2509,12.0,20.0
6767960,2704,12.0,20.0
6767960,2807,12.0,20.0
6767960,3109,12.0,20.0
6767960,3202,12.0,20.0
6767960,3309,12.0,20.0
6767960,4103,12.0,20.0
6767960,4504,12.0,20.0
6767960,4702,12.0,20.0
6767960,4804,12.0,20.0
6767960,7103,12.0,20.0
6767960,7704,12.0,20.0
6767960,8309,12.0,20.0
6767960,8409,12.0,20.0
6767960,8707,12.0,20.0
6767960,9303,12.0,20.0
6767960,9603,12.0,20.0
6767960,9609,12.0,20.0
6939904,603,1.45,4.0
6939904,807,1.45,4.0
6939904,903,1.45,4.0
6939904,907,1.45,4.0
6939904,1702,1.45,4.0
6939904,2103,1.45,4.0
6939904,2209,1.45,4.0
6939904,2509,1.45,4.0
6939904,2704,1.45,4.0
6939904,2807,1.45,4.0
6939904,3109,1.45,4.0
6939904,3202,1.45,4.0
6939904,3309,1.45,4.0
6939904,4103,1.45,4.0
6939904,4504,1.45,4.0
6939904,4702,1.45,4.0
6939904,4804,1.45,4.0
6939904,7103,1.45,4.0
6939904,7704,1.45,4.0
6939904,8309,1.45,4.0
6939904,8409,1.45,4.0
6939904,8707,1.45,4.0
6939904,9303,1.45,4.0
6939904,9603,1.45,4.0
6939904,9609,1.45,4.0
7029904,603,1.6,4.0
7029904,807,1.6,4.0
7029904,903,1.6,4.0
7029904,907,1.6,4.0
7029904,1702,1.6,4.0
7029904,2103,1.6,4.0
7029904,2209,1.6,4.0
7029904,2509,1.6,4.0
7029904,2704,1.6,4.0
7029904,2807,1.6,4.0
7029904,3109,1.6,4.0
7029904,3202,1.6,4.0
7029904,3309,1.6,4.0
7029904,4103,1.6,4.0
7029904,4504,1.6,4.0
7029904,4702,1.6,4.0
7029904,4804,1.6,4.0
7029904,7103,1.6,4.0
7029904,7704,1.6,4.0
7029904,8309,1.6,4.0
7029904,8409,1.6,4.0
7029904,8707,1.6,4.0
7029904,9303,1.6,4.0
7029904,9603,1.6,4.0
7029904,9609,1.6,4.0
7039904,603,1.6,4.0
7039904,807,1.6,4.0
7039904,903,1.6,4.0
7039904,907,1.6,4.0
7039904,1702,1.6,4.0
7039904,2103,1.6,4.0
7039904,2209,1.6,4.0
7039904,2509,1.6,4.0
7039904,2704,1.6,4.0
7039904,2807,1.6,4.0
7039904,3109,1.6,4.0
7039904,3202,1.6,4.0
7039904,3309,1.6,4.0
7039904,4103,1.6,4.0
7039904,4504,1.6,4.0
7039904,4702,1.6,4.0
7039904,4804,1.6,4.0
7039904,7103,1.6,4.0
7039904,7704,1.6,4.0
7039904,8309,1.6,4.0
7039904,8409,1.6,4.0
7039904,8707,1.6,4.0
7039904,9303,1.6,4.0
7039904,9603,1.6,4.0
7039904,9609,1.6,4.0
7064350,603,21.9,36.5
7064350,807,21.9,36.5
7064350,903,21.9,36.5
7064350,907,21.9,36.5
7064350,1702,21.9,36.5
7064350,2103,21.9,36.5
7064350,2209,21.9,36.5
7064350,2509,21.9,36.5
7064350,2704,21.9,36.5
7064350,2807,21.9,36.5
7064350,3109,21.9,36.5
7064350,3202,21.9,36.5
7064350,3309,21.9,36.5
7064350,4103,21.9,36.5
7064350,4504,21.9,36.5
7064350,4702,21.9,36.5
7064350,4804,21.9,36.5
7064350,7103,21.9,36.5
7064350,7704,21.9,36.5
7064350,8309,21.9,36.5
7064350,8409,21.9,36.5
7064350,8707,21.9,36.5
7064350,9303,21.9,36.5
7064350,9603,21.9,36.5
7064350,9609,21.9,36.5
7067566,907,15.0,25.0
7067566,9303,15.0,25.0
7077566,603,27.9,46.5
7077566,907,27.9,46.5
7077566,2103,27.9,46.5
7077566,2209,27.9,46.5
7077566,2509,27.9,46.5
7078368,603,19.8,33.0
7078368,807,19.8,33.0
7078368,903,19.8,33.0
7078368,907,19.8,33.0
7078368,1702,19.8,33.0
7078368,2103,19.8,33.0
7078368,2209,19.8,33.0
7078368,2509,19.8,33.0
7078368,2704,19.8,33.0
7078368,2807,19.8,33.0
7078368,3109,19.8,33.0
7078368,3202,19.8,33.0
7078368,3309,19.8,33.0
7078368,4103,19.8,33.0
7078368,4504,19.8,33.0
7078368,4702,19.8,33.0
7078368,4804,19.8,33.0
7078368,7103,19.8,33.0
7078368,7704,19.8,33.0
7078368,8309,19.8,33.0
7078368,8409,19.8,33.0
7078368,8707,19.8,33.0
7078368,9303,19.8,33.0
7078368,9603,19.8,33.0
7078368,9609,19.8,33.0
7127566,907,27.9,46.5
7127566,2209,27.9,46.5
7197141,603,11.1,18.5
7197141,807,11.1,18.5
7197141,903,11.1,18.5
7197141,907,11.1,18.5
7197141,1702,11.1,18.5
7197141,2103,11.1,18.5
7197141,2209,11.1,18.5
7197141,2509,11.1,18.5
7197141,2704,11.1,18.5
7197141,2807,11.1,18.5
7197141,3109,11.1,18.5
7197141,3202,11.1,18.5
7197141,3309,11.1,18.5
7197141,4103,11.1,18.5
7197141,4504,11.1,18.5
7197141,4702,11.1,18.5
7197141,4804,11.1,18.5
7197141,7103,11.1,18.5
7197141,7704,11.1,18.5
7197141,8309,11.1,18.5
7197141,8409,11.1,18.5
7197141,8707,11.1,18.5
7197141,9303,11.1,18.5
7197141,9603,11.1,18.5
7197141,9609,11.1,18.5
7217141,603,11.1,18.5
7217141,807,11.1,18.5
7217141,903,11.1,18.5
7217141,907,11.1,18.5
7217141,1702,11.1,18.5
7217141,2103,11.1,18.5
7217141,2209,11.1,18.5
7217141,2509,11.1,18.5
7217141,2704,11.1,18.5
7217141,2807,11.1,18.5
7217141,3109,11.1,18.5
7217141,3202,11.1,18.5
7217141,3309,11.1,18.5
7217141,4103,11.1,18.5
7217141,4504,11.1,18.5
7217141,4702,11.1,18.5
7217141,4804,11.1,18.5
7217141,7103,11.1,18.5
7217141,7704,11.1,18.5
7217141,8309,11.1,18.5
7217141,8409,11.1,18.5
7217141,8707,11.1,18.5
7217141,9303,11.1,18.5
7217141,9603,11.1,18.5
7217141,9609,11.1,18.5
7221552,603,9.9,16.5
7221552,807,9.9,16.5
7221552,903,9.9,16.5
7221552,907,9.9,16.5
7221552,1702,9.9,16.5
7221552,2103,9.9,16.5
7221552,2209,9.9,16.5
7221552,2509,9.9,16.5
7221552,2704,9.9,16.5
7221552,2807,9.9,16.5
7221552,3109,9.9,16.5
7221552,3202,9.9,16.5
7221552,3309,9.9,16.5
7221552,4103,9.9,16.5
7221552,4504,9.9,16.5
7221552,4702,9.9,16.5
7221552,4804,9.9,16.5
7221552,7103,9.9,16.5
7221552,7704,9.9,16.5
7221552,8309,9.9,16.5
7221552,8409,9.9,16.5
7221552,8707,9.9,16.5
7221552,9303,9.9,16.5
7221552,9603,9.9,16.5
7221552,9609,9.9,16.5
7228011,603,6.9,11.5
7228011,807,6.9,11.5
7228011,903,6.9,11.5
7228011,907,6.9,11.5
7228011,1702,6.9,11.5
7228011,2103,6.9,11.5
7228011,2209,6.9,11.5
7228011,2509,6.9,11.5
7228011,2704,6.9,11.5
7228011,2807,6.9,11.5
7228011,3109,6.9,11.5
7228011,3202,6.9,11.5
7228011,3309,6.9,11.5
7228011,4103,6.9,11.5
7228011,4504,6.9,11.5
7228011,4702,6.9,11.5
7228011,4804,6.9,11.5
7228011,7103,6.9,11.5
7228011,7704,6.9,11.5
7228011,8309,6.9,11.5
7228011,8409,6.9,11.5
7228011,8707,6.9,11.5
7228011,9303,6.9,11.5
7228011,9603,6.9,11.5
7228011,9609,6.9,11.5
7258011,603,6.6,11.0
7258011,807,6.6,11.0
7258011,903,6.6,11.0
7258011,907,6.6,11.0
7258011,1702,6.6,11.0
7258011,2103,6.6,11.0
7258011,2209,6.6,11.0
7258011,2509,6.6,11.0
7258011,2704,6.6,11.0
7258011,2807,6.6,11.0
7258011,3109,6.6,11.0
7258011,3202,6.6,11.0
7258011,3309,6.6,11.0
7258011,4103,6.6,11.0
7258011,4504,6.6,11.0
7258011,4702,6.6,11.0
7258011,4804,6.6,11.0
7258011,7103,6.6,11.0
7258011,7704,6.6,11.0
7258011,8309,6.6,11.0
7258011,8409,6.6,11.0
7258011,8707,6.6,11.0
7258011,9303,6.6,11.0
7258011,9603,6.6,11.0
7258011,9609,6.6,11.0
7351914,603,1.8,3.0
7351914,807,1.8,3.0
7351914,903,1.8,3.0
7351914,907,1.8,3.0
7351914,1702,1.8,3.0
7351914,2103,1.8,3.0
7351914,2209,1.8,3.0
7351914,2509,1.8,3.0
7351914,2704,1.8,3.0
7351914,2807,1.8,3.0
7351914,3109,1.8,3.0
7351914,3202,1.8,3.0
7351914,3309,1.8,3.0
7351914,4103,1.8,3.0
7351914,4504,1.8,3.0
7351914,4702,1.8,3.0
7351914,4804,1.8,3.0
7351914,7103,1.8,3.0
7351914,7704,1.8,3.0
7351914,8309,1.8,3.0
7351914,8409,1.8,3.0
7351914,8707,1.8,3.0
7351914,9303,1.8,3.0
7351914,9603,1.8,3.0
7351914,9609,1.8,3.0
7567468,603,13.2,22.0
7567468,807,13.2,22.0
7567468,903,13.2,22.0
7567468,907,13.2,22.0
7567468,1702,13.2,22.0
7567468,2103,13.2,22.0
7567468,2209,13.2,22.0
7567468,2509,13.2,22.0
7567468,2704,13.2,22.0
7567468,2807,13.2,22.0
7567468,3109,13.2,22.0
7567468,3202,13.2,22.0
7567468,3309,13.2,22.0
7567468,4103,13.2,22.0
7567468,4504,13.2,22.0
7567468,4702,13.2,22.0
7567468,4804,13.2,22.0
7567468,7103,13.2,22.0
7567468,7704,13.2,22.0
7567468,8309,13.2,22.0
7567468,8409,13.2,22.0
7567468,8707,13.2,22.0
7567468,9303,13.2,22.0
7567468,9603,13.2,22.0
7567468,9609,13.2,22.0
7588272,603,8.4,14.0
7588272,807,8.4,14.0
7588272,903,8.4,14.0
7588272,907,8.4,14.0
7588272,1702,8.4,14.0
7588272,2103,8.4,14.0
7588272,2209,8.4,14.0
7588272,2509,8.4,14.0
7588272,2704,8.4,14.0
7588272,2807,8.4,14.0
7588272,3109,8.4,14.0
7588272,3202,8.4,14.0
7588272,3309,8.4,14.0
7588272,4103,8.4,14.0
7588272,4504,8.4,14.0
7588272,4702,8.4,14.0
7588272,4804,8.4,14.0
7588272,7103,8.4,14.0
7588272,7704,8.4,14.0
7588272,8309,8.4,14.0
7588272,8409,8.4,14.0
7588272,8707,8.4,14.0
7588272,9303,8.4,14.0
7588272,9603,8.4,14.0
7588272,9609,8.4,14.0
7649904,603,1.4,4.0
7649904,807,1.4,4.0
7649904,903,1.4,4.0
7649904,907,1.4,4.0
7649904,1702,1.4,4.0
7649904,2103,1.4,4.0
7649904,2209,1.4,4.0
7649904,2509,1.4,4.0
7649904,2704,1.4,4.0
7649904,2807,1.4,4.0
7649904,3109,1.4,4.0
7649904,3202,1.4,4.0
7649904,3309,1.4,4.0
7649904,4103,1.4,4.0
7649904,4504,1.4,4.0
7649904,4702,1.4,4.0
7649904,4804,1.4,4.0
7649904,7103,1.4,4.0
7649904,7704,1.4,4.0
7649904,8309,1.4,4.0
7649904,8409,1.4,4.0
7649904,8707,1.4,4.0
7649904,9303,1.4,4.0
7649904,9603,1.4,4.0
7649904,9609,1.4,4.0
7783784,603,12.6,21.0
7783784,807,12.6,21.0
7783784,903,12.6,21.0
7783784,907,12.6,21.0
7783784,1702,12.6,21.0
7783784,2103,12.6,21.0
7783784,2209,12.6,21.0
7783784,2509,12.6,21.0
7783784,2704,12.6,21.0
7783784,2807,12.6,21.0
7783784,3109,12.6,21.0
7783784,3202,12.6,21.0
7783784,3309,12.6,21.0
7783784,4103,12.6,21.0
7783784,4504,12.6,21.0
7783784,4702,12.6,21.0
7783784,4804,12.6,21.0
7783784,7103,12.6,21.0
7783784,7704,12.6,21.0
7783784,8309,12.6,21.0
7783784,8409,12.6,21.0
7783784,8707,12.6,21.0
7783784,9303,12.6,21.0
7783784,9603,12.6,21.0
7783784,9609,12.6,21.0
7803299,603,9.6,16.0
7803299,807,9.6,16.0
7803299,903,9.6,16.0
7803299,907,9.6,16.0
7803299,1702,9.6,16.0
7803299,2103,9.6,16.0
7803299,2209,9.6,16.0
7803299,2509,9.6,16.0
7803299,2704,9.6,16.0
7803299,2807,9.6,16.0
7803299,3109,9.6,16.0
7803299,3202,9.6,16.0
7803299,3309,9.6,16.0
7803299,4103,9.6,16.0
7803299,4504,9.6,16.0
7803299,4702,9.6,16.0
7803299,4804,9.6,16.0
7803299,7103,9.6,16.0
7803299,7704,9.6,16.0
7803299,8309,9.6,16.0
7803299,8409,9.6,16.0
7803299,8707,9.6,16.0
7803299,9303,9.6,16.0
7803299,9603,9.6,16.0
7803299,9609,9.6,16.0
7808101,603,8.7,14.5
7808101,807,8.7,14.5
7808101,903,8.7,14.5
7808101,907,8.7,14.5
7808101,1702,8.7,14.5
7808101,2103,8.7,14.5
7808101,2209,8.7,14.5
7808101,2509,8.7,14.5
7808101,2704,8.7,14.5
7808101,2807,8.7,14.5
7808101,3109,8.7,14.5
7808101,3202,8.7,14.5
7808101,3309,8.7,14.5
7808101,4103,8.7,14.5
7808101,4504,8.7,14.5
7808101,4702,8.7,14.5
7808101,4804,8.7,14.5
7808101,7103,8.7,14.5
7808101,7704,8.7,14.5
7808101,8309,8.7,14.5
7808101,8409,8.7,14.5
7808101,8707,8.7,14.5
7808101,9303,8.7,14.5
7808101,9603,8.7,14.5
7808101,9609,8.7,14.5
7839904,603,1.4,4.0
7839904,807,1.4,4.0
7839904,903,1.4,4.0
7839904,907,1.4,4.0
7839904,1702,1.4,4.0
7839904,2103,1.4,4.0
7839904,2209,1.4,4.0
7839904,2509,1.4,4.0
7839904,2704,1.4,4.0
7839904,2807,1.4,4.0
7839904,3109,1.4,4.0
7839904,3202,1.4,4.0
7839904,3309,1.4,4.0
7839904,4103,1.4,4.0
7839904,4504,1.4,4.0
7839904,4702,1.4,4.0
7839904,4804,1.4,4.0
7839904,7103,1.4,4.0
7839904,7704,1.4,4.0
7839904,8309,1.4,4.0
7839904,8409,1.4,4.0
7839904,8707,1.4,4.0
7839904,9303,1.4,4.0
7839904,9603,1.4,4.0
7839904,9609,1.4,4.0
7877566,3202,14.4,24.0
7877566,3309,14.4,24.0
7990668,603,8.1,13.5
7990668,807,8.1,13.5
7990668,903,8.1,13.5
7990668,907,8.1,13.5
7990668,1702,8.1,13.5
7990668,2103,8.1,13.5
7990668,2209,8.1,13.5
7990668,2509,8.1,13.5
7990668,2704,8.1,13.5
7990668,2807,8.1,13.5
7990668,3109,8.1,13.5
7990668,3202,8.1,13.5
7990668,3309,8.1,13.5
7990668,4103,8.1,13.5
